,value
5797,70
5798,70
5799,70
5800,70
5801,70
5802,70
5803,70
5804,70
5805,70
5806,70
5807,70
5808,70
5809,70
5810,70
5811,70
5812,70
5813,70
5814,70
5815,70
5816,70
5817,70
5818,70
5819,70
5820,70
5821,70
5822,70
5823,70
5824,70
5825,70
5826,70
5827,70
5828,70
5829,70
5830,70
5831,70
5832,70
5833,70
5834,70
5835,70
5836,70
5837,70
5838,70
5839,70
5840,70
5841,70
5842,70
5843,70
5844,70
5845,70
5846,70
5847,70
5848,70
5849,70
5850,70
5851,70
5852,70
5853,70
5854,70
5855,70
5856,70
5857,70
5858,70
5859,70
5860,70
5861,70
5862,70
5863,70
5864,70
5865,70
5866,70
5867,70
5868,70
5869,70
5870,70
5871,70
5872,70
5873,70
5874,70
5875,70
5876,70
5877,70
5878,70
5879,70
5880,70
5881,70
5882,70
5883,70
5884,70
5885,70
5886,70
5887,70
5888,70
5889,70
5890,70
5891,70
5892,70
5893,70
5894,70
5895,70
5896,70
5897,70
5898,70
5899,70
5900,70
5901,70
5902,70
5903,70
5904,70
5905,70
5906,70
5907,70
5908,70
5909,70
5910,70
5911,70
5912,70
5913,70
5914,70
5915,70
5916,70
5917,70
5918,70
5919,70
5920,70
5921,70
5922,70
5923,70
5924,70
5925,70
5926,70
5927,70
5928,70
5929,70
5930,70
5931,70
5932,70
5933,70
5934,70
5935,70
5936,70
5937,70
5938,70
5939,70
5940,70
5941,70
5942,70
5943,70
5944,70
5945,70
5946,70
5947,70
5948,70
5949,70
5950,70
5951,70
5952,70
5953,70
5954,70
5955,70
5956,70
5957,70
5958,70
5959,70
5960,70
5961,70
5962,70
5963,70
5964,70
5965,70
5966,70
5967,70
5968,70
5969,70
5970,70
5971,70
5972,70
5973,70
5974,70
5975,70
5976,70
5977,70
5978,70
5979,70
5980,70
5981,70
5982,70
5983,70
5984,70
5985,70
5986,70
5987,70
5988,70
5989,70
5990,70
5991,70
5992,70
5993,70
5994,70
5995,70
5996,70
5997,70
5998,70
5999,70
